InstitutionID,DeptOfEdInstitutionID,InstitutionName,InstitutionAddress,InstitutionCity,InstitutionState,StateProvinceID,InstitutionZip,InstitutionPhone,InstitutionOPEID,InstitutionIPEDSUnitID,InstitutionURL,CountryID,CreatedDate,UpdatedDate,ModifiedBy
1359,116332,PCI Academy,309 Kitty Hawk Dr.,Ames,IA,30,50010,515-232-7250,"02160900",154208,www.pciames.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1360,116341,Saint Ambrose University,518 W. Locust St.,Davenport,IA,30,52803-2898,563-333-6000,"00188900",154235,www.sau.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1361,116350,St. Luke's College,2720 Stone Park Blvd,Sioux City,IA,30,51104-0263,712-279-3149,"00729100",154262,www.stlukescollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1362,116369,Covenant Medical Center- Waterloo,3421 West 9th Street,Waterloo,IA,30,50702,,,154299,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1363,116396,La' James International College,227 E Market-Brewery Square,Iowa City,IA,30,52245,319-338-3926,"00959300",154341,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1364,116402,Simpson College,701 North C St,Indianola,IA,30,50125,515-961-6251,"00188700",154350,www.simpson.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1365,116439,Mercy Medical Center-North Iowa,1000 4th Street. SW,Mason City,IA,30,50401,,,154411,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1366,116457,Capri College,2540 E. 53rd Street,Davenport,IA,30,52807-2622,563-388-6642,"00771700",154448,www.capricollege.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1367,116466,Iowa School of Beauty,3320 Line Drive,Sioux City,IA,30,51106,712-274-9733,"03441300",154457,iowaschoolofbeauty.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1368,116475,E Q School of Hair Design,536 W Broadway,Council Bluffs,IA,30,51503,712-328-2613,"00761100",154466,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1369,116484,Dayton School of Hair Design,23 S 2nd,Keokuk,IA,30,52632,319-524-6445,"02333200",154484,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1370,116493,Upper Iowa University,605 Washington St,Fayette,IA,30,52142-1857,563-425-5200,"00189300",154493,www.uiu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1371,116509,Vennard College,2300 8th Ave E,University Park,IA,30,52595-0029,641-673-8391,"00189400",154509,www.vennard.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1372,116518,Waldorf College,106 S Sixth St,Forest City,IA,30,50436-1713,641-585-2450,"00189500",154518,www.waldorf.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1373,116527,Wartburg College,100 Wartburg Blvd.,Waverly,IA,30,50677-0903,319-352-8200,"00189600",154527,www.wartburg.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1374,116536,Wartburg Theological Seminary,333 Wartburg Place,Dubuque,IA,30,52003-7797,563-589-0200,"00189700",154536,www.wartburgseminary.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1375,116554,Western Iowa Tech Community College,4647 Stone Ave,Sioux City,IA,30,51102-5199,712-274-6400,"00731600",154572,www.witcc.cc.ia.us,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1376,116563,William Penn University,201 Trueblood Ave,Oskaloosa,IA,30,52577,641-673-1001,"00190000",154590,www.wmpenn.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1377,116581,Allen County Community College,1801 N Cottonwood,Iola,KS,34,66749,620-365-5116-100,"00190100",154642,www.allencc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1378,116590,American Institute of Baking,1213 Bakers Way,Manhattan,KS,34,66502,785-537-4750-131,"02303500",154651,www.aibonline.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1379,116606,Baker University,618 Eighth Street,Baldwin City,KS,34,66006-0065,785-594-6451-530,"00190300",154688,www.bakeru.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1380,116615,Barton County Community College,245 NE 30th Road,Great Bend,KS,34,67530,620-792-2701,"00460800",154697,www.bartonccc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1381,116624,Benedictine College,1020 N 2nd St,Atchison,KS,34,66002-1499,913-367-5340,"01025600",154712,www.benedictine.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1382,116660,Brown Mackie College - Salina,2106 South 9th Street,Salina,KS,34,67401-7307,785-825-5422,"00675500",154776,www.bmcaec.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1383,116697,Cutting Edge Hairstyling Academy,4327 State Ave,Kansas City,KS,34,66102,913-321-0214,"02196400",154819,cuttingedge-kc.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1384,116703,Central Baptist Theological Seminary,6601 Monticello Road,Shawnee,KS,34,66226-3513,913-371-5313-101,"00190700",154837,www.cbts.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1385,116712,Central Christian College of Kansas,1200 S Main,McPherson,KS,34,67460-5740,620-241-0723,"00190800",154855,www.centralchristian.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1386,116721,Cloud County Community College,2221 Campus Dr,Concordia,KS,34,66901-1002,785-243-1435,"00190900",154907,www.cloud.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1387,116730,Coffeyville Community College,400 W 11th St,Coffeyville,KS,34,67337-5064,620-251-7700,"00191000",154925,www.coffeyville.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1388,116749,Colby Community College,1255 S Range,Colby,KS,34,67701,785-462-3984,"00191100",154934,www.colbycc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1389,116767,Cowley County Community College and Area Vocational-Technical School,125 South Second Street. P.O. Box 1147,Arkansas City,KS,34,67005,620-442-0430,"00190200",154952,www.cowley.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1390,116776,B-Street Design School of International Hair Styling,512 Poyntz Avenue,Manhattan,KS,34,66502-6082,785-776-4794,"00833200",154970,www.citysupermalls.com/135.html,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1391,116785,Dodge City Community College,2501 N 14th Ave,Dodge City,KS,34,67801-2399,620-225-1321,"00191300",154998,www.dc3.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1392,116794,Donnelly College,608 N 18th St,Kansas City,KS,34,66102,913-621-6070-700,"00191400",155007,donnelly.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1393,116800,Emporia State University,1200 Commercial Street,Emporia,KS,34,66801,620-341-1200,"00192700",155025,www.emporia.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1394,116819,Flint Hills Technical College,3301 W. 18th Ave.,Emporia,KS,34,66801,620-343-4600,"00526400",155052,www.fhtc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1395,116828,Fort Hays State University,600 Park Street,Hays,KS,34,67601,785-628-4000,"00191500",155061,www.fhsu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1396,116837,Barclay College,607 N Kingman,Haviland,KS,34,67059-0288,620-862-5252-29,"00191700",155070,www.barclaycollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1397,116846,Friends University,2100 W. University Ave.,Wichita,KS,34,67213,316-295-5000,"00191800",155089,www.friends.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1398,116855,Fort Scott Community College,2108 S Horton,Fort Scott,KS,34,66701,620-223-2700,"00191600",155098,www.fortscott.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1399,116864,Garden City Community College,801 Campus Dr,Garden City,KS,34,67846-6333,620-276-7611,"00191900",155104,www.gcccks.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1400,116873,Haskell Indian Nations University,155 Indian Ave,Lawrence,KS,34,66046-4800,785-749-8404,"01043800",155140,www.haskell.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1401,116882,Hays Academy of Hair Design,119 W 10th St,Hays,KS,34,67601,785-628-6624,"02257700",155159,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1402,116891,Hesston College,301 South Main,Hesston,KS,34,67062-2093,620-327-4221-8233,"00192000",155177,www.hesston.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1403,116907,Highland Community College,606 W Main,Highland,KS,34,66035-4165,785-442-6000,"00192100",155186,www.highlandcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1404,116916,Hutchinson Community College,1300 N Plum St,Hutchinson,KS,34,67501,620-665-3500,"00192300",155195,www.hutchcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1405,116925,Independence Community College,1057 West College Avenue,Independence,KS,34,67301-0708,620-331-4100-4276,"00192400",155201,www.indycc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1406,116934,Johnson County Community College,12345 College Blvd,Overland Park,KS,34,66210-1299,913-469-8500-2331,"00824400",155210,www.jccc.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1407,116943,Kansas City Ks Area Technical School,2220 N 59th St,Kansas City,KS,34,66104-2821,913-627-4100,"00192502",155265,www.kckats.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1408,116961,Kansas City Kansas Community College,7250 State Ave,Kansas City,KS,34,66112,913-334-1100,"00192500",155292,www.kckcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1409,116970,University of Kansas,230 Strong Hall 1450 Jayhawk Blvd.,Lawrence,KS,34,66045-7535,785-864-2700,"00194800",155317,www.ku.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1410,116998,Newman University,3100 McCormick Ave,Wichita,KS,34,67213-2097,316-942-4291-2144,"00193900",155335,www.newmanu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1411,117007,Old Town Barber and Beauty College,1207 E Douglas,Wichita,KS,34,67211-1605,316-264-4891-9,"02134800",155353,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1412,117016,Kansas State University,110 Anderson Hall,Manhattan,KS,34,66506,785-532-5942,"00192800",155399,www.k-state.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1413,117025,Kansas Wesleyan University,100 E. Claflin Ave.,Salina,KS,34,67401-6196,800-874-1154,"00192900",155414,www.kwu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1414,117034,Kaw Area Technical School,5724 Huntoon Street,Topeka,KS,34,66604,785-273-7140,"01068900",155423,www.kats.tec.ks.us,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1415,117052,Labette Community College,200 South 14th Street,Parsons,KS,34,67357,620-421-6700,"00193000",155450,www.labette.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1416,117061,Southwest Kansas Technical School,2215 N Kansas,Liberal,KS,34,67901-1599,620-626-3819,"00817200",155478,www.usd480.net/swkts,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1417,117070,Manhattan Area Technical College,3136 Dickens Ave,Manhattan,KS,34,66503-2499,785-587-2800,"00550000",155487,www.matc.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1418,117089,Manhattan Christian College,1415 Anderson Ave,Manhattan,KS,34,66502-4801,785-539-3571,"00193100",155496,www.mccks.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1419,117098,McPherson College,1600 E Euclid,McPherson,KS,34,67460-1402,620-241-0731,"00193300",155511,www.mcpherson.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1420,117104,MidAmerica Nazarene University,2030 E College Way,Olathe,KS,34,66062-1899,913-782-3750,"00703200",155520,www.mnu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1421,117113,Neosho County Community College,800 W 14th St,Chanute,KS,34,66720,620-431-2820,"00193600",155566,www.neosho.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1422,117122,North Central Kansas Technical College,Hwy 24,Beloit,KS,34,67420,913-738-2276-021,"00526500",155593,www.ncktc.tec.ks.us,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1423,117131,Northeast Kansas Technical College,1501 W Riley St,Atchison,KS,34,66002,913-367-6204,"00192114",155609,www.nektc.net,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1424,117140,Northwest Kansas Technical College,1209 Harrison St,Goodland,KS,34,67735,785-899-3641,"00526700",155618,www.nwktc.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1425,117159,Ottawa University,1001 South Cedar,Ottawa,KS,34,66067-3399,785-242-5200,"00193700",155627,www.ottawa.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1426,117177,Pittsburg State University,1701 S Broadway,Pittsburg,KS,34,66762,620-231-7000,"00192600",155681,www.pittstate.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1427,117186,Pratt Community College,348 NE Sr 61,Pratt,KS,34,67124,620-672-5641-220,"00193800",155715,www.prattcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1428,117195,University of Saint Mary,4100 S 4th St Trafficway,Leavenworth,KS,34,66048-5082,913-682-5151,"00194300",155812,www.stmary.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1429,117201,Salina Area Technical College,2562 Centennial Road,Salina,KS,34,67401,785-309-3100,"00549900",155830,www.salinatech.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1430,117210,Seward County Community College,1801 N. Kansas Ave.,Liberal,KS,34,67901,620-624-1951,"00822800",155858,www.sccc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1431,117229,Sidney's Hair Dressing College,200 East 3rd Avenue,Hutchinson,KS,34,67501,620-662-5481,"03529300",155867,www.sidneyshair.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1432,117265,Baker University School of Nursing,1500 SW 10th,Topeka,KS,34,66604-1353,785-354-5850,"00190302",155946,www.bakeru.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1433,117274,Tabor College,400 S Jefferson,Hillsboro,KS,34,67063-1799,620-947-3121-1050,"00194600",155973,www.tabor.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1434,117283,Washburn University,1700 SW College Avenue,Topeka,KS,34,66621-0001,785-231-1010,"00194900",156082,www.washburn.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1435,117292,Wichita Area Technical College,301 South Grove,Wichita,KS,34,67211-2099,316-677-9282,"00549800",156107,www.watc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1436,117308,Wichita State University,1845 Fairmount,Wichita,KS,34,67260-0124,316-978-3456,"00195000",156125,www.wichita.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1437,117317,Wichita Technical Institute,2051 South Meridian,Wichita,KS,34,67213-1927,316-943-2241,"01050300",156134,www.wti.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1438,117326,Alice Lloyd College,100 Purpose Rd,Pippa Passes,KY,16,41844,606-368-2101,"00195100",156189,www.alc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1439,117335,Asbury University,1 Macklem Drive,Wilmore,KY,16,40390-1198,859-858-3511-2110,"00195200",156213,www.asbury.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1440,117344,Asbury Theological Seminary,204 N Lexington Ave,Wilmore,KY,16,40390-1199,859-858-3581,"00195300",156222,www.asburyseminary.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1441,117353,Ashland Community and Technical College,1400 College Drive,Ashland,KY,16,41101-3683,606-326-2000,"00199000",156231,www.ashland.kctcs.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1442,117371,Barrett and Company School of Hair Design,973 Kimberly Square,Nicholasville,KY,16,40356,859-885-9136,"02518900",156277,www.barrett.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1443,117380,Bellarmine University,2001 Newburg Rd,Louisville,KY,16,40205-0671,502-452-8000,"00195400",156286,www.bellarmine.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1444,117399,Berea College,101 Chestnut Street,Berea,KY,16,40404-2182,859-985-3000,"00195500",156295,www.berea.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1445,117405,PJ's College of Cosmetology - Bowling Green,1901 Russellville Road,Bowling Green,KY,16,42101,317-846-6444,"02337200",156310,GOTOPJS.COM,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1446,117414,Bowling Green Technical College,1845 Loop Drive,Bowling Green,KY,16,42101-9202,270-901-1000,"00527100",156338,www.bowlinggreen.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1447,117423,Brescia University,717 Frederica St,Owensboro,KY,16,42301-3023,270-685-3131,"00195800",156356,www.brescia.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1448,117432,Campbellsville University,1 University Dr,Campbellsville,KY,16,42718-2799,502-789-5000-5001,"00195900",156365,www.campbellsville.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1449,117441,Bluegrass Community and Technical College,470 Cooper Drive,Lexington,KY,16,40506,859-246-2400-2201,"00524400",156392,www.bluegrass.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1450,117450,Centre College,600 W Walnut St,Danville,KY,16,40422-1394,859-238-5200,"00196100",156408,www.centre.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1451,117469,Clear Creek Baptist Bible College,300 Clear Creek Rd,Pineville,KY,16,40977-9752,606-337-3196,"02535600",156417,www.ccbbc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1452,117478,Paul Mitchell the School - Lexington,3644 Boston Road,Lexington,KY,16,40514,502-695-9006,"02340800",156426,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1453,117487,Collins School of Cosmetology,111 West Chester Ave,Middlesboro,KY,16,40965,606-248-3602,"01172500",156444,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1454,117496,Galen College of Nursing,1031 Zorn Avenue,Louisville,KY,16,40206,502-582-2305,"03083700",156471,nursingcareer.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1455,117502,University of the Cumberlands,6191 College Station Drive,Williamsburg,KY,16,40769,606-549-2200,"00196200",156541,www.ucumberlands.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1456,117511,E-Town Beauty School,308 N Miles St,Elizabethtown,KY,16,42701-1038,270-765-2118,"02279800",156611,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1457,117520,Eastern Kentucky University,521 Lancaster Ave,Richmond,KY,16,40475-3102,859-622-1000,"00196300",156620,www.eku.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1458,117539,Elizabethtown Community and Technical College,600 College Street Rd,Elizabethtown,KY,16,42701-3081,270-769-2371,"00199100",156648,www.elizabethtown.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1459,117557,Ezell's Cosmetology School,504 Maple St,Murray,KY,16,42071-2530,270-753-4723,"03516500",156675,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1460,117566,Frontier Nursing University,195 School Street,Hyden,KY,16,41749,606-672-2312,"03007000",156727,www.midwives.org,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1461,117575,Georgetown College,400 East College Street,Georgetown,KY,16,40324,502-863-8000,"00196400",156745,www.georgetowncollege.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1462,117584,PJ's College of Cosmetology,920 Happy Valley Road,Glasgow,KY,16,42141,270-651-6553,"02551100",156754,www.gotopjs.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1463,117593,Hazard Community and Technical College,One Community College Dr.,Hazard,KY,16,41701-2402,606-436-5721-73103,"00696200",156790,www.hazard.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1464,117609,Paul Mitchell The School Louisville,156 North Hurstbourne Parkway,Louisville,KY,16,40222,502-583-1018,"02351700",156842,www.beautyschooldirectory.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1465,117618,Henderson Community College,2660 S Green St,Henderson,KY,16,42420-4699,270-827-1867,"00199300",156851,henderson.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1466,117627,Hopkinsville Community College,720 North Dr,Hopkinsville,KY,16,42241-2100,270-886-3921-6195,"00199400",156860,www.hopkinsville.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1467,117645,Jefferson Community and Technical College,109 E Broadway,Louisville,KY,16,40202-2005,502-213-5333,"00696100",156921,www.jefferson.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1468,117654,Jefferson Technical College,727 W Chestnut St,Louisville,KY,16,40203-2036,502-213-4100,"00696103",156930,www.jtc.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1469,117672,The Salon Professional Academy - Lexington,701 E High St,Lexington,KY,16,40502-1776,859-266-5531,"01042400",156967,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1470,117690,Kentucky Mountain Bible College,855 Hwy 541,Vancleve,KY,16,41339,606-693-5000-110,"03002100",157030,www.kmbc.edu/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1471,117706,Kentucky State University,400 East Main Street,Frankfort,KY,16,40601,502-597-6000,"00196800",157058,www.kysu.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1472,117715,Kentucky Wesleyan College,3000 Frederica St,Owensboro,KY,16,42301,270-926-3111,"00196900",157076,www.kwc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1473,117724,University of Kentucky,101 Main Building,Lexington,KY,16,40506-0032,606-257-9000,"00198900",157085,www.uky.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1474,117733,King's Daughters' Medical Center,2201 Lexington Avenue,Ashland,KY,16,41101,,,157094,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1475,117742,Kentucky Christian University,100 Academic Pky,Grayson,KY,16,41143-1199,606-474-3000,"00196500",157100,www.kcc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1476,117751,LAUREL TECHNICAL COLLEGE,235 S LAUREL RD,LONDON,KY,16,40744,,"01273200",,www.somerset.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1477,117760,Lexington Community College,Cooper Dr,Lexington,KY,16,40506-0235,859-257-4872,"00970700",157173,www.uky.edu/LCC/,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1478,117779,Lexington Theological Seminary,631 S Limestone,Lexington,KY,16,40508-3288,859-252-0361-245,"00197100",157207,www.lextheo.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1479,117788,Lindsey Wilson College,210 Lindsey Wilson St,Columbia,KY,16,42728-1223,270-384-2126,"00197200",157216,www.lindsey.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1480,117803,Sullivan College of Technology and Design,3901 Atkinson Square Dr,Louisville,KY,16,40218,502-456-6509-215,"01208800",157270,www.louisvilletech.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1481,117812,University of Louisville,2301 S 3rd St,Louisville,KY,16,40292-0001,502-852-5555,"00199900",157289,www.louisville.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1482,117821,Louisville Presbyterian Theological Seminary,1044 Alta Vista Rd,Louisville,KY,16,40205-1798,502-895-3411,"00197400",157298,www.lpts.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1483,117830,Madisonville Community College,2000 College Drive,Madisonville,KY,16,42431-9199,270-821-2250,"00901000",157304,www.madisonville.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1484,117858,Maysville Community and Technical College,1755 U.S. 68,Maysville,KY,16,41056,606-759-7141-0,"00696000",157331,www.maysville.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1485,117867,Mid-Continent University,99 Powell Rd E,Mayfield,KY,16,42066-9007,270-247-8521-249,"02576200",157359,www.midcontinent.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1486,117876,Midway College,512 E. Stephens St,Midway,KY,16,40347-1120,859-846-4421,"00197500",157377,www.midway.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1487,117885,Morehead State University,150 University Blvd,Morehead,KY,16,40351,606-783-2221,"00197600",157386,www.moreheadstate.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1488,117894,Mr. Jim's College of Cosmetology,2855 West Parrish Ave,Owensboro,KY,16,42301,502-684-8336,"03103500",157395,www.mrjimsbeautycollege.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1489,117900,Murray State University,218 Wells Hall,Murray,KY,16,42071-3318,270-762-3011,"00197700",157401,www.murraystate.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1490,117919,Gateway Community and Technical College,1025 Amsterdam Rd,Covington,KY,16,41011,859-441-4500,"00527300",157438,www.gateway.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1491,117928,Northern Kentucky University,University Dr,Highland Heights,KY,16,41099,859-572-5100,"00927500",157447,www.nku.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1492,117937,Nutek Academy of Beauty Inc,153 Evans Drive,Mount Sterling,KY,16,40353,859-498-4460,"03029200",157456,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1493,117946,Daymar College - Owensboro,3361 Buckland Square,Owensboro,KY,16,42301,270-926-4040,"00931300",157465,www.daymarcollege.com,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1494,117964,Pat Wilsons Beauty College,326 N Main,Henderson,KY,16,42420,270-826-5195,"02323700",157508,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1495,117973,University of Pikeville,147 Sycamore Street,Pikeville,KY,16,41501,606-218-5250,"00198000",157535,www.pc.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1496,117982,Big Sandy Community and Technical College,One Bert Combs Dr,Prestonsburg,KY,16,41653,606-886-3863-0,"00199600",157553,www.bigsandy.kctcs.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1497,118028,Saint Catharine College,2735 Bardstown Rd,Saint Catharine,KY,16,40061,859-336-5082,"00198300",157632,www.sccky.edu,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1498,118037,St Joseph Healthcare,One St Joseph Dr,Lexington,KY,16,40504,,,157641,,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1499,118046,Empire Beauty School - Elizabethtown,554 Westport Road,Elizabethtown,KY,16,42701,270-351-4473,"01291700",157650,HAIRDESIGNSCHOOL.COM,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
1500,118064,Empire Beauty School - Florence,7285 Turfway Road,Florence,KY,16,41042,859-283-2690,"01291500",157678,HAIRDESIGNSCHOOL.COM,1,2012-04-13 00:00:00,2012-04-13 00:00:00,jd
